COUNTY_ID,COUNTY,TOWN_ID,TOWN,RLH_CNT,RLH_H_RAC,RLP_CNT,RLP_P_RAC,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,低收入戶,低收入戶占總戶數比例,低收入戶戶內人數,低收入戶戶內人數占總人數比例,資料時間
"10015","花蓮縣","10015070","光復鄉",206.00,41.81,370.00,31.52,"112Y12M"
"10015","花蓮縣","10015080","豐濱鄉",68.00,40.67,106.00,25.16,"112Y12M"
"10015","花蓮縣","10015090","瑞穗鄉",180.00,38.22,353.00,32.82,"112Y12M"
"10015","花蓮縣","10015100","富里鄉",195.00,48.63,404.00,41.97,"112Y12M"
"10015","花蓮縣","10015110","秀林鄉",499.00,95.41,1290.00,75.00,"112Y12M"
"10015","花蓮縣","10015120","萬榮鄉",218.00,102.93,563.00,92.52,"112Y12M"
"10015","花蓮縣","10015130","卓溪鄉",200.00,115.41,527.00,88.23,"112Y12M"
"10016","澎湖縣","10016010","馬公市",349.00,13.22,586.00,9.16,"112Y12M"
"10016","澎湖縣","10016020","湖西鄉",99.00,15.25,186.00,11.58,"112Y12M"
"10016","澎湖縣","10016030","白沙鄉",87.00,23.84,152.00,15.07,"112Y12M"
"10016","澎湖縣","10016040","西嶼鄉",81.00,25.81,130.00,15.68,"112Y12M"
"10016","澎湖縣","10016050","望安鄉",37.00,18.15,52.00,9.61,"112Y12M"
"10016","澎湖縣","10016060","七美鄉",25.00,16.44,56.00,14.22,"112Y12M"
"10017","基隆市","10017010","中正區",489.00,20.66,857.00,16.92,"112Y12M"
"10017","基隆市","10017020","七堵區",362.00,16.20,773.00,14.65,"112Y12M"
"10017","基隆市","10017030","暖暖區",281.00,17.07,502.00,13.06,"112Y12M"
"10017","基隆市","10017040","仁愛區",330.00,17.46,516.00,12.55,"112Y12M"
"10017","基隆市","10017050","中山區",439.00,22.13,800.00,17.60,"112Y12M"
"10017","基隆市","10017060","安樂區",460.00,13.28,881.00,10.95,"112Y12M"
"10017","基隆市","10017070","信義區",251.00,10.73,415.00,7.78,"112Y12M"
"10018","新竹市","10018010","東區",660.00,7.53,1210.00,5.41,"112Y12M"
"10018","新竹市","10018020","北區",870.00,13.99,1699.00,11.05,"112Y12M"
"10018","新竹市","10018030","香山區",435.00,14.73,915.00,11.60,"112Y12M"
"10020","嘉義市","10020010","東區",428.00,9.18,646.00,5.47,"112Y12M"
"10020","嘉義市","10020020","西區",1030.00,18.15,1811.00,12.44,"112Y12M"
"09020","金門縣","09020010","金城鎮",63.00,4.70,91.00,2.11,"112Y12M"
"09020","金門縣","09020020","金沙鎮",45.00,6.73,71.00,3.40,"112Y12M"
"09020","金門縣","09020030","金湖鎮",58.00,5.87,89.00,2.85,"112Y12M"
"09020","金門縣","09020040","金寧鄉",33.00,3.17,52.00,1.47,"112Y12M"
"09020","金門縣","09020050","烈嶼鄉",36.00,10.94,70.00,5.48,"112Y12M"
"09020","金門縣","09020060","烏坵鄉",1.00,7.58,2.00,3.01,"112Y12M"
"09007","連江縣","09007010","南竿鄉",30.00,14.40,48.00,6.13,"112Y12M"
"09007","連江縣","09007020","北竿鄉",13.00,14.13,28.00,8.93,"112Y12M"
"09007","連江縣","09007030","莒光鄉",5.00,14.58,7.00,4.65,"112Y12M"
"09007","連江縣","09007040","東引鄉",3.00,8.31,9.00,5.73,"112Y12M"
